MemberID	ItemID
103	735
97	736
121	304
122	737
40	738
32	469
97	739
37	740
121	741
121	666
103	742
34	743
97	744
40	745
105	746
122	646
122	747
32	748
40	735
97	749
103	729
105	750
40	751
40	554
34	727
37	94
32	752
103	247
35	753
33	754
33	755
122	707
122	457
35	756
35	757
104	758
32	354
97	759
33	760
37	761
40	631
97	762
32	202
40	763
122	747
122	764
33	417
34	215
105	265
37	765
34	609
32	610
97	766
97	701
33	357
32	63
104	71
32	767
35	94
40	768
40	769
40	770
105	465
105	468
97	771
3	772
35	282
103	554
37	580
34	773
35	525
35	87
35	711
35	265
35	368
35	752
35	62
35	774
37	745
105	614
40	775
40	776
40	762
40	777
123	95
123	778
97	368
37	666
105	279
3	779
97	368
34	543
40	427
40	780
40	781
97	782
33	783
33	784
124	785
37	402
97	786
97	787
97	77
40	788
40	789
97	790
37	670
97	791
97	792
40	793
124	580
97	794
97	795
40	793
37	796
68	95
35	94
34	467
68	797
68	798
40	236
68	789
125	799
125	453
125	476
68	111
97	692
126	800
126	801
68	396
40	802
37	468
125	673
40	803
68	788
68	804
97	805
97	806
125	789
125	70
124	95
37	446
125	713
37	525
105	807
97	808
97	74
40	809
127	236
124	453
97	810
34	730
40	111
122	730
122	811
127	605
36	777
100	812
100	735
37	813
36	185
40	814
124	785
124	94
128	554
128	781
127	666
97	815
109	816
109	615
128	817
34	473
97	240
37	487
36	818
40	819
36	820
100	730
100	821
100	822
100	821
128	823
128	730
36	824
36	128
127	825
97	443
122	826
122	665
37	740
38	584
38	827
40	828
128	751
128	829
128	830
126	244
126	63
36	74
126	831
40	832
97	833
128	834
129	835
128	809
129	580
40	836
124	543
36	790
32	471
129	837
130	94
36	337
128	632
128	838
129	563
129	307
129	804
129	804
129	804
40	839
36	513
128	670
128	237
128	336
128	840
34	482
38	841
3	810
122	755
122	842
32	843
97	844
129	804
129	570
129	845
129	190
129	804
105	595
36	111
129	483
40	846
37	847
3	848
105	374
36	255
126	71
126	282
126	849
126	299
128	429
128	850
128	433
128	265
110	851
110	406
38	812
129	619
37	852
36	853
32	854
129	855
36	805
122	853
122	24
36	856
38	857
129	292
40	674
124	761
130	205
38	858
36	859
34	570
36	781
97	396
128	860
128	723
128	95
40	861
105	555
36	793
128	862
128	863
40	864
110	865
110	866
36	95
32	867
131	94
37	868
36	793
37	700
36	58
122	339
122	869
34	870
128	871
128	872
128	873
36	874
40	821
110	875
110	876
110	877
36	878
132	879
132	411
131	95
131	880
97	881
132	882
132	220
97	111
128	715
124	601
118	324
118	582
132	207
132	883
40	821
37	884
118	885
131	886
131	887
36	888
97	889
128	874
128	81
128	890
124	713
32	295
36	707
38	891
132	892
132	420
122	893
122	401
35	730
109	580
36	894
34	693
131	895
131	81
132	896
132	525
128	781
128	835
128	897
128	898
128	787
128	664
128	778
118	345
118	95
132	517
132	899
97	900
110	584
110	190
118	901
132	589
132	902
40	457
129	903
118	904
32	905
128	906
36	907
129	655
40	308
36	908
36	909
37	671
97	468
35	735
35	793
36	738
40	900
118	910
36	665
36	911
122	912
122	913
105	914
36	730
131	771
131	915
97	874
34	916
34	864
32	308
38	917
110	918
110	543
110	919
36	458
30	468
30	920
97	846
0	921
0	922
124	885
109	621
40	461
124	923
124	924
36	925
97	814
40	851
37	111
36	803
105	401
28	696
32	926
30	27
28	710
3	927
37	816
36	863
124	111
105	884
97	891
131	928
131	547
30	128
30	85
37	929
105	723
133	930
133	250
40	931
40	932
40	933
40	934
36	468
109	935
109	400
109	533
36	421
36	936
133	363
133	741
28	707
34	861
34	874
133	429
133	458
97	891
38	505
28	811
3	937
38	561
38	938
97	939
28	884
131	730
131	940
97	941
38	422
28	730
32	942
133	929
133	731
105	745
35	184
105	853
38	943
38	818
105	654
133	333
133	550
28	944
97	945
32	942
28	735
34	946
34	710
28	947
28	561
131	852
131	940
97	718
133	948
133	670
40	949
105	729
133	950
133	951
28	952
131	589
35	749
38	953
32	81
28	887
109	954
97	955
28	745
37	956
105	421
41	957
41	958
133	959
133	796
40	947
97	955
32	960
97	723
109	727
35	961
105	962
33	963
33	964
97	965
34	942
34	966
32	263
40	967
131	968
131	516
97	944
33	58
33	969
109	240
122	348
122	970
97	971
105	730
33	972
33	584
97	644
40	973
40	974
133	852
133	805
134	952
97	975
97	976
32	977
40	978
37	979
109	87
97	824
40	980
37	981
131	982
131	559
105	529
35	983
34	543
34	94
97	984
35	517
35	95
35	985
35	986
97	987
37	927
97	988
122	941
122	989
131	87
131	337
131	775
131	990
131	205
135	838
136	991
136	859
37	874
135	877
135	956
124	754
40	992
97	993
122	994
122	664
97	995
34	996
34	387
37	839
135	997
135	998
97	999
131	518
131	980
105	1000
40	711
40	1001
40	1002
40	1003
119	1004
119	1005
37	715
131	475
37	1006
119	1007
97	1008
76	964
76	586
131	605
34	741
34	152
76	870
119	1009
119	376
76	724
37	1010
131	944
76	1011
76	1012
76	1013
119	893
119	1014
119	27
119	1015
76	813
76	1016
76	1017
76	1018
76	473
133	1019
133	927
97	1020
105	186
119	1021
119	1022
119	1023
119	17
119	1024
119	757
119	1025
119	1026
119	1027
119	694
126	1028
126	874
133	692
133	1029
119	856
119	894
119	554
76	1030
76	279
76	1031
76	1032
3	1033
119	58
119	71
119	1034
119	376
119	694
105	1035
76	973
76	798
76	1036
76	601
76	980
76	187
37	730
131	828
76	187
131	468
135	1037
135	533
126	1038
137	253
135	1039
135	1040
126	451
126	556
126	1041
138	1042
138	1043
138	694
138	1044
138	1045
138	1046
138	1047
126	625
35	641
76	1048
76	713
76	1049
119	1050
119	1051
119	1052
119	694
131	27
131	72
109	747
76	1053
76	1054
133	711
133	1055
131	74
131	128
40	1056
76	1057
76	798
76	1058
76	94
37	1002
76	1059
76	1060
137	440
131	286
131	671
129	735
76	1061
35	411
109	590
40	1062
76	718
76	776
4	1063
76	723
76	1051
119	60
119	1064
119	1065
137	1066
76	771
76	128
131	236
109	609
76	935
76	953
0	1067
0	1068
126	1069
105	1057
0	1070
0	1071
131	496
131	480
3	943
126	531
39	1013
39	27
39	828
40	1065
40	973
34	670
139	851
139	1072
139	1073
4	1059
35	27
37	217
28	27
28	1074
28	839
28	1001
131	1075
131	1076
40	1077
97	337
28	111
28	869
28	1078
139	784
39	1047
39	1079
28	1080
28	730
4	1063
36	970
36	186
131	18
131	822
33	936
33	668
97	1081
35	729
28	834
33	1082
33	1083
33	357
36	1069
137	1084
33	1030
126	1085
126	1086
40	1087
137	861
129	970
129	957
33	861
97	511
36	1088
36	1089
139	1090
4	1091
4	1063
129	1092
129	1093
36	1033
36	983
36	357
35	1085
137	729
139	674
131	1094
131	884
33	1095
33	1096
33	1097
33	357
139	711
129	1098
34	1099
40	101
36	1100
105	733
97	1101
40	995
140	978
36	947
36	1102
35	1103
126	1048
126	647
126	484
97	983
35	128
36	1062
36	900
36	1087
3	1104
139	1105
140	1056
140	851
140	1093
140	1106
140	1107
34	822
126	1108
36	670
140	67
140	1104
131	1109
131	1053
36	1110
129	812
129	201
36	222
140	1090
40	1111
36	735
36	640
40	1112
140	1113
140	65
36	1114
36	387
35	633
4	1115
4	279
97	1116
36	253
140	95
140	1117
140	947
140	624
126	1118
35	718
139	1119
40	1120
36	253
36	1121
40	94
140	101
36	1120
3	111
36	60
124	1049
105	1122
131	1062
131	813
97	1123
36	264
36	357
140	936
31	262
36	952
36	1124
4	1125
139	598
31	87
40	1119
4	165
140	1114
36	1126
126	1127
126	880
126	368
35	475
131	1128
131	1129
3	730
3	1130
36	1131
36	1132
4	672
140	1133
76	1134
76	1135
36	1136
36	1137
40	1124
40	1117
97	1138
76	1139
76	1140
140	1141
139	1142
36	724
36	1143
36	1144
36	357
39	1145
140	584
131	65
131	1146
76	1147
141	1148
4	1032
3	27
105	563
97	970
141	1062
35	1149
76	1150
37	1151
140	1131
0	1152
97	1107
0	1153
126	589
76	1131
131	1154
131	483
76	1155
76	1156
4	798
141	1073
76	1149
76	1138
37	1157
131	1158
131	223
40	1138
76	1159
76	1160
36	1161
36	674
131	1151
131	1054
109	265
97	1162
76	1163
4	1164
76	101
131	404
140	1140
140	1165
36	1166
36	357
36	357
141	1167
140	793
140	1168
126	1072
40	1169
76	1170
76	1171
36	1158
140	793
140	1172
36	644
33	1149
33	334
76	1173
36	529
36	971
36	1174
126	1175
126	827
4	1176
140	1177
97	838
76	1091
76	677
140	1178
33	1017
33	879
140	1114
34	1028
34	1041
76	1139
76	894
36	1179
140	736
140	1180
109	1181
137	440
109	1182
131	1114
131	101
76	376
76	813
40	1162
40	826
140	1183
36	1184
36	1185
131	1186
36	1117
76	1187
76	1188
33	812
33	1189
105	587
36	941
36	818
126	1190
35	1191
76	755
36	95
36	1192
97	1193
34	985
34	970
34	94
131	1194
131	1195
109	1196
137	1084
36	1081
4	1197
76	969
36	861
36	105
142	735
36	300
97	1198
76	1199
33	903
33	111
36	1200
36	975
76	1201
4	1202
137	455
126	724
36	534
76	1203
36	495
36	67
105	465
35	1204
76	1205
36	1206
36	1207
140	1208
76	648
36	1209
97	1210
36	1211
36	818
33	1209
76	1120
76	1212
76	1213
36	1214
76	707
76	1215
40	1216
4	1217
4	818
76	459
76	1218
76	1017
105	1219
35	1204
131	184
40	1220
40	1209
76	1221
35	584
97	322
143	334
143	95
36	1222
97	1223
4	9
76	1224
109	813
40	1225
36	1226
76	1085
76	1227
97	487
36	1228
97	2
105	654
36	1228
131	674
131	1183
40	1229
76	186
76	1230
76	1231
98	1081
98	1232
36	882
40	1233
105	991
126	16
131	220
35	1234
36	856
76	1235
98	1236
97	887
131	1205
131	1237
36	1135
76	1238
40	1078
97	1127
97	1239
4	876
36	1240
76	1241
76	1242
122	543
122	94
131	1134
131	1243
37	1189
76	1244
76	1245
97	1246
124	1247
40	1241
98	755
98	1092
35	711
144	811
144	1248
36	1171
97	735
76	1249
76	204
97	1250
124	358
98	877
98	184
97	1251
40	1252
36	1253
127	1254
127	1146
109	1255
98	1201
37	1114
105	1256
4	94
133	322
133	363
36	1257
76	224
131	1258
131	842
131	472
131	1259
144	1253
144	273
36	1260
35	664
35	533
35	238
37	847
133	964
36	1241
97	1261
4	1262
133	923
122	861
122	717
144	1263
36	1264
76	505
97	980
76	798
76	1227
133	754
133	433
36	1070
144	1265
40	1266
4	1267
127	538
133	711
133	580
36	1268
36	1262
124	1058
105	1269
40	1270
133	222
40	1271
76	396
37	1149
144	1272
133	1189
133	1273
4	1267
36	1274
36	818
76	1183
40	884
40	898
40	645
4	828
133	1192
133	1275
36	27
36	1276
122	236
122	1030
133	1277
133	1052
76	1278
36	900
97	1203
133	1054
145	1094
4	1279
133	1280
36	1236
144	397
97	1281
36	1282
133	1283
133	1284
36	656
139	1285
139	1286
139	1287
144	1281
97	1288
144	630
97	1093
37	1289
98	1117
36	457
139	1177
97	1290
133	1291
133	1292
37	790
133	579
40	1293
3	265
98	1187
98	1294
97	1295
36	1296
97	993
127	378
40	1246
40	1297
40	1073
36	1298
139	1152
139	95
139	1299
36	1300
36	67
97	924
37	1074
122	704
122	1301
98	1302
98	1303
98	1091
36	1304
98	1305
146	222
97	473
98	1296
36	1291
97	1061
146	1087
105	899
36	1306
124	1186
37	1307
127	1308
98	674
98	1309
146	1187
36	1310
98	895
146	796
98	1311
144	1126
144	918
35	906
36	1312
146	87
139	1313
139	1117
139	258
146	1246
127	441
143	1287
143	1314
40	1315
3	265
36	507
126	1316
126	374
146	6
146	1317
97	1318
124	842
36	1319
31	1320
146	1296
147	95
147	1321
36	1322
146	805
109	1323
36	1324
146	1114
97	880
36	579
131	1255
131	1325
33	1262
33	818
40	1326
36	1327
127	232
40	1328
36	198
4	85
36	1329
129	1087
97	1281
40	1330
33	1331
139	876
36	259
97	1332
105	346
139	6
131	1281
33	1281
33	1333
129	1334
147	1335
131	761
131	799
97	1087
36	1336
36	67
98	183
98	1268
127	614
40	931
33	517
36	1337
122	940
122	1216
109	399
4	6
37	1303
139	1338
139	1226
40	1339
97	1340
36	1341
97	1340
124	279
109	18
33	1227
35	616
147	94
147	334
40	507
4	1342
105	304
33	1343
131	1344
36	1345
4	65
144	1346
131	851
139	1347
139	947
129	1287
97	1319
148	1348
98	915
98	533
40	1056
40	1257
36	1133
37	1266
97	1349
4	1272
139	1350
139	1351
147	483
36	1352
141	1353
40	1354
139	1336
139	665
0	1355
37	886
37	1356
40	1357
127	1358
0	825
36	854
98	1359
98	733
131	1360
131	1056
126	1361
109	288
36	1362
36	1363
129	1364
139	713
131	433
139	453
127	1365
98	1366
98	186
40	1362
35	659
36	1344
100	1149
36	1367
105	540
98	1315
122	1193
122	1368
32	1281
36	1369
40	1370
109	1371
143	1281
97	1110
147	761
40	1372
31	693
36	1373
131	459
32	65
98	581
98	523
98	1194
98	1374
98	979
139	1259
139	1315
40	1296
31	693
97	1375
97	1376
127	1048
40	1377
105	87
36	1378
131	1186
32	915
35	222
97	1379
4	1296
4	1209
40	19
124	711
126	614
36	1326
124	358
149	1380
149	1381
149	559
36	606
36	818
144	1227
144	1382
36	65
40	253
122	1204
122	492
36	1383
131	951
131	733
32	1311
109	433
40	1384
144	295
36	1383
31	1385
31	1386
31	24
36	867
35	240
149	668
149	1187
144	1387
127	250
150	1388
40	992
124	861
97	1389
144	1387
32	253
105	887
151	1390
40	1391
147	730
147	853
144	308
144	936
144	604
36	1366
40	1392
150	1393
150	1394
97	1395
144	1396
152	1305
42	1344
150	980
150	449
144	1397
36	589
153	1294
153	1398
42	111
36	1399
105	461
153	1338
153	1193
131	1120
131	1400
149	729
149	1048
144	1344
37	1344
144	825
42	95
122	1401
122	1402
40	1198
40	1081
40	1403
40	710
32	1404
31	1405
36	1406
97	1407
42	1408
150	1409
109	951
97	1410
35	1411
144	710
42	983
149	19
149	1412
153	1413
153	1384
36	792
32	859
97	1276
151	1414
36	1065
105	955
97	357
154	1415
42	430
31	916
97	27
149	1416
149	1417
37	147
153	1418
153	1315
124	1120
97	1165
32	1142
36	1360
122	1335
122	710
154	559
36	1339
109	1419
36	1420
97	1421
37	507
35	1422
148	211
148	661
127	1423
147	1112
147	1424
124	1149
31	1411
105	1425
37	1426
149	1427
32	598
109	748
131	864
131	1428
37	1429
32	598
31	800
150	357
150	755
37	1420
144	1397
42	74
127	484
37	1209
35	286
127	1430
34	1073
32	1084
124	1431
105	735
37	1432
127	724
42	967
149	518
149	1373
40	1433
3	1120
34	711
109	1385
32	1434
37	1220
141	616
42	711
148	1405
127	555
153	623
35	1435
37	1436
37	1437
40	1438
109	1188
155	748
34	1439
122	840
122	884
40	1440
105	873
31	1441
40	1442
127	240
141	1443
156	1110
156	85
42	265
3	19
0	1444
0	1445
0	1446
0	1447
0	1448
0	1449
149	119
34	1172
105	1450
40	1451
32	968
144	1452
105	852
40	1453
122	295
122	1423
147	18
155	561
34	1454
97	1330
155	1455
76	1456
76	1457
40	1458
105	543
109	459
31	1281
37	1459
144	828
35	1460
155	1350
40	1461
32	211
153	1440
153	1462
40	1463
40	1269
122	1464
122	967
156	1465
144	755
40	1466
37	1467
155	1468
97	1360
40	1463
127	1469
124	1431
76	1470
76	19
40	1471
105	1472
76	1473
76	1330
31	1474
109	370
144	1475
32	1476
76	1477
76	1307
122	1087
122	1453
40	1478
40	1368
40	1061
40	1424
97	727
100	1479
36	1480
36	1454
97	1201
36	635
36	818
37	1481
155	1482
36	1483
100	1479
109	27
36	1391
147	1013
147	674
157	95
156	1484
36	1485
0	1486
0	1487
0	218
0	1488
36	1489
109	322
42	1490
131	748
131	1188
109	1205
109	615
37	1491
127	1492
42	1337
157	18
35	736
35	301
97	1481
36	285
97	939
97	1493
109	927
42	690
105	1000
37	1360
156	1494
131	1258
131	1495
131	1496
131	1289
36	825
37	1497
86	95
86	1498
36	924
155	1499
36	1500
36	1195
36	1501
158	1294
60	852
158	1502
155	94
156	850
156	1367
37	1503
147	895
147	1504
60	1354
158	992
158	1030
36	1505
36	1506
159	710
159	649
105	1274
42	194
158	924
37	1438
149	599
149	6
158	1359
42	304
158	1507
42	630
158	1508
137	1509
137	204
36	1462
109	95
37	1510
36	1461
36	1511
105	533
97	1512
36	1466
158	729
158	993
159	1513
159	1514
36	1515
158	1516
36	1517
42	630
86	1185
44	1518
149	1057
149	1519
40	1511
35	633
158	555
44	1520
36	1521
36	1522
40	1523
44	88
44	803
149	1524
0	19
0	1120
86	876
40	1525
31	1526
156	1337
36	1527
137	1219
40	1528
40	1465
156	1438
109	94
44	1529
44	1530
122	468
122	644
156	1328
159	95
159	1531
44	1532
86	876
148	1533
148	1534
149	1535
149	884
137	482
35	1536
105	1499
97	401
156	1537
42	630
97	1538
40	1539
36	1540
147	915
36	1541
37	171
44	1542
97	1543
131	1544
131	1102
122	1545
122	8
148	1157
36	882
0	1179
0	1179
97	527
156	1546
44	1479
4	1503
4	1547
40	1548
4	1549
4	1550
160	1551
160	1552
40	1553
156	1554
147	1311
156	1555
4	1269
160	1461
160	1556
159	1557
159	1558
0	1559
0	1560
0	1561
0	1562
105	1183
44	1563
40	1564
44	1565
160	1111
160	1056
86	771
160	1566
160	881
156	1467
36	1567
122	1315
122	1360
159	1442
159	1568
40	1569
44	1570
42	729
4	1571
4	1260
36	1572
159	990
42	729
40	1551
161	1573
161	1179
44	1574
42	1575
162	1576
162	1577
4	1578
4	1579
28	1580
36	1581
76	1582
76	1457
156	1583
37	1454
160	1584
160	1585
28	1391
76	1139
76	1281
159	1586
159	1587
159	1588
148	818
4	1589
4	1523
36	1590
28	171
124	580
40	1505
109	1591
163	211
163	340
163	1167
163	1592
36	1593
76	1594
76	1376
40	1572
86	748
44	1306
44	1595
44	1596
44	1597
42	543
131	1598
131	421
148	1599
161	1330
161	1600
4	1601
122	1158
122	1602
42	345
4	1603
36	1604
36	1378
40	1493
159	1605
4	1606
4	1546
36	115
156	1349
37	1260
40	1607
159	1461
36	717
4	1554
4	1467
159	94
131	1423
131	1424
131	1339
105	1608
36	1586
76	1609
68	776
156	1610
156	741
147	263
36	1465
86	1611
4	1612
40	1613
36	1554
68	1614
68	1121
36	1615
68	924
122	1616
124	1617
40	973
35	1618
68	518
4	1124
131	1269
131	707
68	793
36	1564
159	561
68	793
37	1619
36	1576
4	1620
4	222
36	664
68	193
68	1317
4	25
40	1621
164	1622
164	1170
36	1623
86	1624
42	1625
32	335
68	193
42	1582
4	1626
4	1627
36	1228
159	798
40	1484
40	1628
4	1302
4	761
122	1391
68	1553
68	1629
165	505
129	1630
122	1631
122	1048
4	971
4	1511
105	1632
36	1633
37	1634
40	1426
131	1635
131	1636
131	826
147	1330
44	1637
164	203
164	1028
32	1638
68	348
68	25
44	1639
40	1640
105	1342
68	97
40	1641
131	1100
131	1389
122	1580
122	111
86	1121
4	1642
4	1643
68	818
164	204
164	94
4	1581
4	1644
42	201
40	1645
4	1493
4	1646
68	601
68	222
166	1647
166	628
32	1648
131	1649
4	1650
4	1651
68	1652
68	955
147	735
159	274
159	1653
156	751
4	1654
86	876
86	1178
86	1655
86	1656
68	955
40	1657
166	885
105	1658
164	95
164	796
68	1659
40	1660
124	1396
167	1661
167	1662
167	1663
86	193
156	674
147	420
147	411
147	1641
147	420
147	411
32	1664
131	377
68	1665
40	1666
4	595
4	1667
105	1668
35	864
159	1669
159	677
